event_id,r_minus2,time_to_tca,max_risk_estimate,max_risk_scaling,mahalanobis_distance,miss_distance,c_position_covariance_det,c_obs_used,r_final,label,number_CDMs,mean_risk_CDMs,std_risk_CDMs
80,-11.896538377905294,6.667475543981483,-7.120101675669991,14.689580610945647,511.101685228706,26437.0,8.596737117671845e+17,15.0,-12.507239610973162,non-anomalous,15,-12.137827166387646,0.40632944953144123
82,-14.418050341626682,6.791123530092594,-8.001566281135531,1.4102928221963374e-07,0.0005310918607013,33873.0,6.732289373602052e+46,9.0,-14.418050341626682,non-anomalous,15,-14.418050341626683,0.0
91,-14.418050341626682,2.606240856481482,-5.838033383635925,9.60841127380206e-10,4.383699995564662e-05,2795.0,2161674036.776472,143.0,-14.418050341626682,non-anomalous,2,-14.418050341626682,0.0
94,-8.6985359268567,4.293769837962963,-7.914709421769935,4.25928339396852,24.934004697500008,30159.0,2.331908857686512e+20,15.0,-16.625801742070912,non-anomalous,4,-10.151999447673418,1.4406178667320935
102,-11.412850501745654,6.346776053240742,-6.806597096937582,14.312191963483128,61.23253320746181,23531.0,3.551742580023051e+17,27.0,-5.982132281036495,anomalous,14,-6.7720899411795115,2.45249917203214
104,-20.47134035476501,4.105269363425927,-8.62745619924093,31.72681487213181,37.50005185301731,45340.0,7.620962161006043e+21,23.0,-6.619969752032169,non-anomalous,3,-11.450387138764633,7.819766634087722
109,-6.7759851886271365,6.745885578703705,-5.688246138944246,5.142946159443619,36.40468286574581,5680.0,544751514133178.1,27.0,-15.106404666180117,non-anomalous,14,-12.210934024922421,3.3854548277131884
112,-9.874844170419472,3.5809018518518525,-6.966978555317088,10.0015811361524,14.520367001930545,7582.0,1.077376459556805e+19,12.0,-16.555330769061474,non-anomalous,1,-9.874844170419472,
119,-6.959793372425289,3.657167175925927,-6.598944274228157,2.8895798176023955,20.88883196872591,11878.0,9.1633825207323e+16,27.0,-7.117475462045118,non-anomalous,2,-7.059279538459624,0.1406946852742583
125,-11.95624487303132,2.576657939814815,-5.555018887912056,18.670098611128303,9.720876709676746,1862.0,7523071096296034.0,18.0,-13.155895769302486,non-anomalous,2,-12.037230458718966,0.1145309136361993
130,-10.411056357259984,6.898334479166667,-5.945770090136604,13.91150437581692,60.967891866832105,37348.0,9087840297936508.0,21.0,-29.53610701101409,non-anomalous,15,-15.888173866108428,6.543240377762155
131,-11.67778070526608,3.803092476851852,-7.094743951251549,14.229384390499565,14.373181813309929,21566.0,1.8176154708338308e+16,24.0,-26.819300798703967,non-anomalous,6,-13.604037371352213,4.780825287503928
134,-10.293026323823822,6.683651006944445,-4.329197715739056,18.058195328913268,9.752312900790024,609.0,6809319955.422503,155.0,-13.99869906697958,non-anomalous,12,-10.74743447533802,6.014547388351065
138,-14.517841304588725,2.154123680555556,-7.443818153347089,2.9096741484847002e-08,0.0002412332556429,15386.0,6.732289373602052e+46,15.0,-14.517841304588725,non-anomalous,1,-14.517841304588725,
143,-5.9434762759209,5.846136643518518,-5.482408269288092,3.2493922433398823,2.560865390781069,191.0,86519465983477.08,57.0,-5.765229704839085,non-anomalous,3,-6.048326100832319,0.09130985291939488
157,-6.333201316333826,5.7953343865740745,-5.215382707367125,5.2396060384148,16.57136173440128,3300.0,8425235974769.199,27.0,-6.946537395074545,non-anomalous,4,-7.130131934078173,0.5600312723244072
164,-7.181444220702198,4.727789513888889,-7.127785436602414,1.5692680600074953,24.457358268963752,12398.0,4.1687378563274255e+18,19.0,-6.59482445378201,non-anomalous,9,-6.909126003599648,0.11728378590365478
165,-6.515842575634619,4.677846145833334,-6.151072286772922,2.9077545317090863,53.4319751692947,6275.0,3284331200803498.0,21.0,-10.77754366332075,non-anomalous,9,-8.370485871041101,2.2390153862997892
168,-5.015787833238567,6.7566293287037045,-5.0074464821678655,0.817599606225713,34.530213648038284,5824.0,1790548439028030.2,21.0,-5.019996628416254,non-anomalous,15,-5.0001819751387,0.050168125332776356
170,-25.40582852088509,6.86620425925926,-7.451487743658965,46.18535694539307,9.642508907994635,549.0,49623017547170.52,39.0,-29.50891858657681,non-anomalous,11,-10.099974995284198,5.177535485808175
173,-8.737074530668169,6.686100625000001,-6.779368980551907,7.533286788364892,3.8882951562896086,226.0,6193529271763.942,57.0,-23.65345144145153,non-anomalous,12,-13.309483574426727,3.5803265786625276
175,-6.231954185897584,3.8165139004629633,-5.4990777608097,4.098194557747801,4.508788463813112,1849.0,1.0582340640296092e+18,9.0,-24.202178688635968,non-anomalous,6,-17.844827368487852,9.022839548778858
177,-14.896196279044045,5.604870555555557,-7.695940533782401,20.61472473240869,37.28941914569008,40257.0,1.5672586305574586e+17,15.0,-17.099851439280656,non-anomalous,11,-16.523293742417987,0.8031139493105969
183,-13.996539467890493,2.036580914351852,-7.83654044823001,2.4678816060520604e-07,0.0007025498720125,44809.0,7780155348647.246,64.0,-13.996539467890493,non-anomalous,1,-13.996539467890493,
190,-6.626904012921273,5.067861041666667,-5.714442690992227,0.0474063091438954,3.5568250903920102,2306.0,1.1089249666008932e+20,18.0,-16.623970818271818,non-anomalous,6,-7.224744114575447,1.5252659988531885
194,-7.686765708305277,6.769212268518518,-6.469544156415324,5.50931713683516,28.72886596788202,14856.0,7.945697087319197e+16,18.0,-19.86806070478957,non-anomalous,14,-9.912158284572921,4.226212795527122
197,-5.568797115443483,4.69841275462963,-5.45742352373947,1.896643528695948,44.906379028543526,6117.0,3216338641170557.0,9.0,-5.423773862550394,non-anomalous,8,-5.485515592581554,0.06408764459226945
199,-9.111371274614774,6.7381735995370375,-5.841939206063395,10.923765235047863,4.9688353158400025,2756.0,6486086295139024.0,24.0,-14.251889532505016,non-anomalous,14,-9.121943713074247,0.014471406913153658
201,-25.402743717074863,2.711206701388889,-5.341797746612985,51.18703076257637,86.04337830623287,969.0,802845390756.1118,79.0,-15.916139199133427,non-anomalous,1,-25.402743717074863,
203,-8.299555898972251,6.5361143865740745,-7.902395671125588,3.02132096016968,48.653854906803616,25589.0,4.480143192437572e+19,24.0,-8.265840486755533,non-anomalous,13,-8.294612218870693,0.022117233649433955
204,-7.258690791100429,3.941791921296297,-5.606073993414164,0.0083133904014236,5.851041299808247,1784.0,2.9547371718643395e+18,15.0,-11.813326132500254,non-anomalous,5,-7.328719483268571,0.44110091011849445
215,-9.17159792150841,5.934441354166667,-6.768530409569318,8.696124298401411,4.188562072745891,7410.0,6.112220863282266e+16,24.0,-14.555955204081926,non-anomalous,5,-7.600221329997758,2.2543587032219627
222,-10.191316490871031,6.670734756944443,-5.980053318321158,13.31482447334318,13.20994004518496,2592.0,281225481985081.4,41.0,-18.428291168191308,non-anomalous,14,-12.622776565708437,5.540280100130624
225,-5.187287133234631,6.751860729166666,-5.10369429253392,1.7616368733545291,11.305002654408092,3470.0,17454087902477.623,27.0,-5.432268037451931,non-anomalous,15,-5.258025964038052,0.9106547238671145
234,-15.559720786764412,4.463057199074076,-6.583193128177055,25.025341664386787,9.456623059919874,2618.0,9776250127956404.0,23.0,-18.22184874961636,non-anomalous,7,-11.108070005063663,4.1288613129092795
235,-7.604324214730064,6.770104780092592,-7.252355180671753,2.870289589468761,16.832924124356047,11866.0,2.3117637258554304e+16,27.0,-17.415781887882595,non-anomalous,15,-12.236341939230405,5.131286459640855
236,-20.17717835469689,3.7961125925925927,-7.473014931440004,33.78088148048279,8.923253886430288,1246.0,57040452742703.05,27.0,-8.486649201194043,non-anomalous,2,-20.197711490022208,0.029038238455112424
247,-11.282079974163006,2.519014201388889,-6.689306687656639,14.260071292802907,5.366551825569041,285.0,2540167206423.565,24.0,-10.61065668874792,non-anomalous,1,-11.282079974163006,
252,-7.140501441812223,6.542119201388888,-6.087034379295896,5.0450861326106375,5.037878621338876,5846.0,1.249164444922354e+19,18.0,-6.980053318321158,non-anomalous,14,-7.07013742159319,0.049915538980968364
259,-19.42654817796452,6.856396018518518,-8.315603521580979,29.979950230189147,14.906412185370623,14651.0,6868411729418742.0,26.0,-13.860120913598768,non-anomalous,14,-10.976711808758422,4.883785138161902
265,-29.97592501269257,4.174661041666667,-9.059583135318334,53.1622162732749,20.348900511242583,43258.0,9.411917284648698e+19,26.0,-6.865504144165326,non-anomalous,2,-18.524611259254964,16.194603217101015
269,-14.403952992454562,4.3588129282407415,-8.114921615850777,1.8805355248178693e-07,0.0006132757169565,39115.0,1.0967607731371638e+16,55.0,-11.17986424812957,non-anomalous,5,-10.863072548532022,4.848736760464113
277,-8.398918272215976,6.873847916666668,-8.150764908685277,2.505547109107376,4.919562208181807,3903.0,4.5577352213559255e+18,27.0,-19.58219627736012,non-anomalous,3,-8.389870316532827,0.029465023629023722
279,-22.22914798835785,3.1104482638888893,-5.983802646487561,42.1463988535185,482.7183642000497,5599.0,179210652027944.62,21.0,-23.518557371497693,non-anomalous,4,-22.9153947009846,0.4781879888169253
291,-13.940815382368626,3.145070451388889,-6.489320968967791,1.2732124337365232e-08,0.0001595752134453,10177.0,6.732288052297598e+46,21.0,-13.940815382368626,non-anomalous,2,-13.940815382368626,0.0
292,-7.69637202361611,6.931493564814816,-7.55972078676441,2.021846044821748,16.369840229698962,8840.0,8.357963656540109e+16,24.0,-6.323855319643794,non-anomalous,15,-6.782542645373498,0.6129589953168564
294,-5.807711387431881,5.727048726851853,-4.819300798703965,4.857548506971312,25.04414205363553,5826.0,3.12930528842432e+17,21.0,-5.8016178699917065,non-anomalous,11,-5.804578499971532,0.009820418183821105
309,-11.021226215669875,2.7027635069444447,-7.192938760082762,12.332136991875114,79.21265580213509,11230.0,9.662845076787762e+17,18.0,-10.182699121606678,non-anomalous,3,-10.507718789692715,0.4455838072600991
310,-6.285670240254768,6.694961446759258,-6.151010793748831,2.0153067769884654,24.52822252921905,8982.0,5657234732670907.0,21.0,-6.985059650207063,non-anomalous,15,-6.808280890429165,0.2793619472478456
315,-14.517841304588725,2.5484604050925928,-7.970210529168145,9.808657057534105e-08,0.0004429143727732,28249.0,6.732289373602052e+46,15.0,-14.517841304588725,non-anomalous,2,-14.517841304588725,0.0
318,-8.497709472085226,6.610251018518518,-7.370386554621817,5.250623577153536,85.70129037893051,36208.0,3.697517948965966e+16,18.0,-25.80327127737671,non-anomalous,8,-20.209112747824843,7.300081717396253
332,-4.550830267834798,6.842850092592593,-4.417028070895193,0.4119755327212526,14.461175171644292,4373.0,471271044436121.8,21.0,-4.119529407196222,non-anomalous,15,-4.051307121686884,0.36456093005741275
334,-14.546834607474144,2.093055289351852,-8.260269471435283,1.7936629666151638e-07,0.0005989428981696,38201.0,110380360.53192674,196.0,-14.546834607474144,non-anomalous,1,-14.546834607474144,
351,-11.085921414610889,4.359347673611111,-5.72399801003795,16.64996721402817,18.482116968444014,14412.0,9014304906089698.0,28.0,-9.703993330686329,non-anomalous,7,-9.693888183656366,1.7016987757990445
359,-13.227458267359054,6.55044513888889,-5.664742743565467,21.734660769983613,38.15436811680458,11910.0,234597224508965.84,18.0,-22.44855000202713,non-anomalous,15,-12.20694927942545,1.3041270117969528
368,-12.869988050328097,6.637244814814816,-7.52360317327467,16.09946763059323,126.7798447773571,31751.0,577338057364182.0,27.0,-13.312203588618706,non-anomalous,15,-13.273467904980107,1.3727996095707093
370,-14.187621488845808,4.402916909722221,-7.387640052032227,5.802730086120281e-08,0.0003406678764498,21728.0,6.732288052297598e+46,38.0,-14.187621488845808,non-anomalous,3,-14.187621488845808,0.0
372,-8.281498311132726,6.621331412037038,-7.182302445236976,5.1764320952336655,373.5777225205442,31788.0,3.231036286256344e+19,45.0,-26.50403960511829,non-anomalous,8,-9.397998357582093,3.8064350845575534
377,-8.073709013115138,6.831517037037037,-5.802995271976954,0.0020127866388798,11.609576606545188,10551.0,8.56705399375802e+19,27.0,-13.64762450499948,non-anomalous,9,-7.791616365836827,0.2966956019852282
391,-13.264241462556262,6.155107094907407,-7.112551499750047,18.071160973050677,60.0486748931276,21177.0,1.3983058681958134e+16,21.0,-14.191586448599631,non-anomalous,3,-13.706876769191368,0.47333185155455393
398,-7.984640244590786,4.791806030092593,-5.054974798757537,10.164864476652976,147.96162897881194,28799.0,117338496549784.14,61.0,-27.261774551857496,non-anomalous,8,-9.00607737708071,1.1504593729066641
404,-8.082231997552245,6.854920486111111,-7.999565922520682,1.7756077841005389,90.27040888501011,18632.0,3.2972477068819825e+20,15.0,-8.174184555014797,non-anomalous,15,-8.115556967135,0.03426689475972465
405,-15.241088107602026,6.638200520833332,-7.601539150391778,21.66801091980012,25.766072300153645,6713.0,181807186396221.0,21.0,-15.138585081364006,non-anomalous,15,-15.466570731969036,0.34597109843978574
411,-9.753994095923971,4.3217880787037055,-7.3907258275954115,8.58393684626299,6.351360399223582,16789.0,8.744702703362896e+16,15.0,-9.341416284592936,non-anomalous,7,-10.036270148750917,0.29879874913524895
412,-14.596707854841744,5.7022891435185175,-7.566870482419515,3.4160739141363655e-08,0.000261383775863,23576.0,6.732288052297598e+46,97.0,-14.29559207261316,non-anomalous,11,-14.405088720696282,0.15192043373842182
422,-19.95860731484177,4.3049646643518535,-8.83505262737816,30.02330650780809,7.905540225551878,3590.0,1.0530052943457038e+20,26.0,-7.317584138322641,non-anomalous,2,-13.510394315071707,9.119150277345325
424,-7.063888568325146,4.261860173611112,-6.409492537991418,3.8648936328540087,3.7485675307485766,2709.0,1224905109251040.5,26.0,-5.49390104007156,anomalous,8,-5.917413328529532,0.7786061743126966
436,-14.592269271973665,3.260003587962963,-5.177505014721249,25.94736831404343,11.516580268483356,1240.0,94055143021009.72,21.0,-20.51399481363776,non-anomalous,4,-17.642819120728554,3.4986128450106673
438,-7.105130343254747,4.371902372685185,-7.099796786983108,0.8505304855203999,27.847809367079755,21460.0,2.227263751563241e+21,18.0,-7.158890915531846,non-anomalous,4,-7.197153186716511,0.09384346948728547
444,-26.72491910154314,4.7804047337962965,-4.52360317327467,57.4062188854861,58.587505465449496,4088.0,9412017328702.662,30.0,-28.08050351213694,non-anomalous,9,-25.789377026173625,1.7724242358095985
446,-9.432503108895778,6.807791597222222,-7.517841304588723,7.410665924120159,5.081874711345932,2220.0,4905224099383324.0,24.0,-8.747146969020108,non-anomalous,15,-9.4251902838144,0.4306215301521288
453,-9.458670422333306,4.450016932870371,-7.3503731131594705,7.918455815121392,368.1215067453576,46386.0,1.5561994367950143e+19,18.0,-9.359419193510348,non-anomalous,8,-9.297558643328285,0.10904189943280154
454,-12.95467702121334,6.583953298611113,-6.519993057042849,18.808083455702604,7.2696373288381935,37663.0,2.5862530999759984e+17,15.0,-15.383944805023416,non-anomalous,14,-6.703897592973212,2.394086928694061
455,-6.330776126069193,6.7252728587962975,-5.953895212753961,2.9491473272095736,10.011474051577917,3786.0,17385531514323.312,27.0,-6.5115903110968025,non-anomalous,15,-6.559347125331995,0.3520904420757807
460,-22.21975471613465,2.259703657407408,-7.184422251675732,39.59176392585356,10.261064618914176,5119.0,3107229741985724.5,32.0,-14.970616222314789,non-anomalous,1,-22.21975471613465,
461,-4.7804154737857445,5.066034525462963,-4.7295540919820365,0.5897515839334312,58.13890915542471,25937.0,7963412703560955.0,38.0,-4.7297871451037565,non-anomalous,10,-4.759027431620767,0.013865704032163507
467,-9.542420853004238,5.442647060185185,-6.195383583012745,11.117731648861575,44.33805171765745,19938.0,1.1791831787942753e+18,15.0,-23.03706271157,non-anomalous,11,-14.359556682956502,6.59541010915066
468,-10.648203693102976,6.905163599537038,-6.981715691573468,11.921611564898331,35.32707295142845,14755.0,1.0165242611580992e+16,18.0,-10.730954290342378,non-anomalous,15,-10.75378629411449,0.08519397252531638
469,-7.636576067082823,4.910238495370371,-7.0655015487564325,3.5961879361131746,115.8083319437882,51108.0,2.8963885527397007e+18,27.0,-13.917573699139226,non-anomalous,8,-9.707263802556135,2.466171870561652
472,-12.360613130982316,5.365337569444446,-6.128602218512516,18.276149296011845,8.536046300008321,5358.0,13720338865653.234,88.0,-29.605373235727782,non-anomalous,10,-16.249372555725678,6.251948513532036
473,-7.432385557269154,6.863335416666668,-6.835647144215562,0.1038598295543549,141.76416661281206,18454.0,1.4605378200471263e+19,18.0,-16.83238732727247,non-anomalous,11,-10.236440154053982,2.624495655593412
477,-7.300075597257522,6.838341342592592,-4.5347659050119855,9.86899132728537,22.230311163245293,7000.0,7645741087717.055,60.0,-25.03259244340253,non-anomalous,15,-10.390450017811938,7.673001178541772
481,-10.21289390696343,6.678840520833332,-7.2208365762355005,10.22688357249783,15.455035230910688,15689.0,72913776052259.39,30.0,-11.418391633967946,non-anomalous,15,-10.644103524624148,3.2938447005753635
482,-11.872247484167024,4.401215798611112,-6.013138729709955,17.367386500313795,509.4902680783513,52583.0,2.817049194632573e+17,18.0,-11.43262069234902,non-anomalous,8,-11.29060097083702,0.32327036850820845
486,-10.39913596369016,6.666533437500001,-7.042488488545519,11.135350513047891,163.4689104311832,34744.0,81473550480522.06,18.0,-9.861066059743075,non-anomalous,15,-10.060634866393713,0.18320194363789882
494,-14.546834607474144,4.715586863425926,-8.294221787171402,1.984760746335891e-07,0.0006300413869603,40184.0,9151835032.613129,264.0,-14.546834607474144,non-anomalous,8,-14.546834607474144,0.0
500,-8.296708621881338,6.806247777777778,-6.23210238398191,7.808132418376888,256.63815546500734,37778.0,5332577063215927.0,21.0,-8.06742477650171,non-anomalous,15,-8.136901640810938,0.06860580366849774
519,-17.027288159452933,6.662184421296297,-6.211831628858832,29.36227462041669,7.753334638380386,910.0,93062473713.2356,60.0,-25.393188853081035,non-anomalous,11,-13.806039279624832,7.043418907683351
532,-13.996539467890493,2.3517030324074075,-7.178748568454058,5.4155664102419886e-08,0.0003291068654673,20990.0,11578776743822.318,64.0,-13.996539467890493,non-anomalous,1,-13.996539467890493,
533,-14.29559207261316,6.0618731481481465,-7.71331903064507,9.570496354921732e-08,0.0004375042024386,27904.0,6.732288052297598e+46,204.0,-14.29559207261316,non-anomalous,5,-14.295592072613157,0.0
545,-13.940815382368626,3.408209201388889,-6.346980548900388,9.172676691340868e-09,0.0001354450231938,8638.0,6.732288052297598e+46,21.0,-13.940815382368626,non-anomalous,3,-13.940815382368626,0.0
546,-12.711974464611638,6.451824745370371,-4.30592153791924,23.90657488464644,11.748660461748324,4234.0,304513194843.5481,80.0,-24.39924485036039,non-anomalous,11,-16.110360994146586,4.644500318015081
549,-8.709075440617246,6.895912800925927,-6.973466735476703,6.9417323031404665,12.506974914246149,3833.0,1.4222479602096592e+17,28.0,-25.602233743873548,non-anomalous,14,-12.007937295143744,5.147951077037062
551,-9.54607040794227,5.219302164351854,-7.202040356262804,8.54056404549496,31.750542969424767,21471.0,1831417704276252.0,15.0,-23.591420874591325,non-anomalous,9,-14.156212230781263,6.530644812633236
559,-5.173212761183708,6.617217673611113,-5.10768273927752,0.541997402444853,7.714551316164816,2118.0,485909419479836.0,24.0,-5.232028278618381,non-anomalous,14,-5.305589639121078,0.09580584935041454
564,-8.702239488900867,3.0092316550925933,-8.420902673447356,0.252285681078207,35.45164760496331,17567.0,1.6964720435028013e+24,18.0,-8.685922008220787,non-anomalous,2,-8.71105829629928,0.012471677026791554
569,-6.05202742075422,4.398153773148149,-5.642827742276968,0.167189667214429,9.27498828134014,1603.0,1.3321339878031818e+16,18.0,-12.883392256011753,non-anomalous,7,-10.621177526090506,2.0175117580855106
571,-7.8938091027365855,6.648635127314815,-6.145511774955571,6.9677944329140376,47.66509991547992,12145.0,2.288269935540878e+17,15.0,-12.880414225038214,non-anomalous,14,-6.836030057599695,1.3207280009041062
573,-6.718966632752272,6.863659918981483,-6.552376902239714,2.139706594561513,50.81069606951785,5855.0,713974784144269.0,39.0,-25.35991626862688,non-anomalous,14,-7.539313618194349,1.1465989075945864
577,-8.232398931949664,6.671441030092592,-7.513994813637757,4.052348782179388,10.241408582100854,3520.0,9.584176954528384e+17,23.0,-20.743282254022517,non-anomalous,14,-12.265793055736877,5.854880932298519
578,-14.310158590862493,2.2280682638888893,-7.727694155597915,8.861426893834665e-08,0.0004209851993271,26851.0,88663.44154038205,487.0,-14.310158590862493,non-anomalous,1,-14.310158590862493,
579,-6.265360161012301,6.62259525462963,-5.467882883751197,4.311607820937878,9.70339835642952,1392.0,686434432508243.0,30.0,-15.232102383981909,non-anomalous,14,-9.327014367146493,3.4823708443507777
588,-6.312649430441973,6.743367094907407,-5.5705707356182135,0.0716623191652137,11.36202399659908,2204.0,2.6714306521020483e+17,24.0,-20.018815862601645,non-anomalous,15,-8.181143446929804,2.748340747230048
590,-8.634699251362013,6.897246226851853,-7.027612000892527,6.594783965359955,13.617713062445617,14490.0,2.657704784556177e+16,21.0,-15.315693353928369,non-anomalous,3,-9.349382350568153,0.620850760308719
603,-9.263922362996055,2.6165625694444445,-5.634886568372423,11.83575216308299,120.78867226834583,15112.0,1.934928727855928e+16,42.0,-9.284163724835006,non-anomalous,1,-9.263922362996055,
605,-11.208028798979232,6.484326076388888,-5.659357622439295,16.587153274011367,84.96204575463089,11414.0,340024265667973.94,21.0,-4.828858848971619,anomalous,11,-11.854807572084212,8.452828157623513
608,-7.279344643448277,6.815755127314816,-6.660349842386316,0.096786446148778,60.84849230653822,12588.0,6.6855433738799e+21,15.0,-10.237246435066622,non-anomalous,1,-7.279344643448277,
612,-6.232844133917818,6.881689328703703,-6.182368532809485,0.6043704879038221,10.279393032609407,1919.0,2837712018776983.0,60.0,-24.778846678045287,non-anomalous,14,-13.136446519278792,8.955300581482051
613,-7.925549281045408,6.570995150462962,-7.57626275001767,0.202648159200772,63.04964748007446,59738.0,6.796887291110943e+22,6.0,-7.879097182385474,non-anomalous,13,-7.8824558204429955,0.017324422725849418
616,-6.928486194904911,4.484073726851851,-6.082599532044751,4.436141753914309,10.876120862645482,4671.0,1.9855097590926925e+17,15.0,-10.617802789622546,non-anomalous,4,-7.186283285298698,0.4497145051212566
617,-13.209363038068297,6.647389733796296,-7.191856574238509,17.735221132260847,117.2997172844736,23623.0,1575036429284644.0,36.0,-27.015968019728817,non-anomalous,7,-23.256471184325765,5.680068128765589
624,-7.843753809602656,6.7796484375,-5.552376902239714,8.461296404258736,9.162025996897889,24337.0,12236663842.648865,188.0,-24.946921556516585,non-anomalous,12,-16.09468416731801,5.1633972749237484
629,-12.160899217292847,4.431011678240743,-5.939302159646387,18.22966473566888,28.49756857576504,17946.0,2.672689194304008e+17,12.0,-11.867420152340262,non-anomalous,8,-12.000634757815773,0.12310238951912209
631,-7.658169943079491,6.849474803240741,-6.352714854974632,5.755553740888533,10.445995741702315,1932.0,40921972207683.52,46.0,-27.49498575991589,non-anomalous,15,-16.882911736637947,7.935936997485668
637,-7.399898744308609,5.065301423611111,-6.6302277114030375,4.217389316899912,87.52591754965735,17712.0,9.273510325607354e+18,15.0,-8.302247725832245,non-anomalous,10,-7.271097987898568,0.14457653329974773
645,-7.600153287287076,2.1171607870370366,-4.746904414150968,9.852336529135169,227.7675175038868,15166.0,20533659154435.01,51.0,-19.308564847855934,non-anomalous,1,-7.600153287287076,
648,-11.437588167050274,6.629968402777778,-7.341416284592937,12.987987475238034,91.02002503452862,25489.0,9787217350887586.0,22.0,-22.01515776859472,non-anomalous,12,-15.911651120070514,5.1730834243460135
652,-7.707079700399992,3.5260407754629632,-6.97183558057553,0.0722601315720608,92.45698844957012,33316.0,5.532783797971366e+23,42.0,-10.276955008356556,non-anomalous,2,-8.194508182718614,0.6893279703819316
653,-7.600499338685388,6.817999340277778,-6.985059650207063,3.735156092430573,45.24990773136204,17500.0,3.3145046216754468e+16,30.0,-13.03465716443938,non-anomalous,15,-9.119549824383997,2.4465812693916296
658,-8.511167365617599,2.439333877314815,-8.379343520180381,1.9958665457561549,105.34515470987763,36341.0,5.064291633705511e+23,42.0,-18.21063084640852,non-anomalous,1,-8.511167365617599,
660,-6.332080314682639,6.715959652777778,-6.290899718448832,1.4953636069472265,7.336319713916957,10525.0,1.3702100136494474e+17,18.0,-18.53224394875597,non-anomalous,7,-6.312108525009905,0.011683861581222161
